"","logFC","logCPM","PValue","FDR"
"PCNX",-0.318478209227496,7.23845296528604,0.121793332350446,0.247736394504049
"CLDN5",0.916699698555808,4.16414107508108,0.121802644382706,0.247736394504049
"TREX2",0.667595392566162,0.73091326398109,0.121827176922042,0.247736394504049
"PXMP4",0.358288851454686,4.13993564949088,0.12183079059428,0.247736394504049
"SNPH",-0.567836539657198,2.94094071582044,0.122139667298815,0.248333253653059
"PLXND1",0.415973203864538,7.54580870697356,0.122192742964682,0.248379194783897
"CASZ1",0.379634353333155,3.57445569681636,0.122195464808016,0.248379194783897
"ZNF438",0.483245259960246,4.00430202666417,0.122208338665315,0.248379194783897
"FSIP2",1.06477483317082,0.659706048661625,0.122238578404898,0.248379996036353
"PSMD10",-0.313762493607628,5.37746000506581,0.122239450188804,0.248379996036353
"METTL5",-0.374206616323767,4.17856447497397,0.122290097922881,0.248449038883647
"RAP1GDS1",-0.35550379421141,6.03039298353838,0.122316843046672,0.248449038883647
"RRAGB",0.364247630315467,4.46110018722366,0.122319518154316,0.248449038883647
"ZNF821",-0.37708917098046,3.5290984132273,0.122422656165843,0.248627300705012
"UBE2L3",-0.355050010598287,6.64990312303294,0.122499060772208,0.248751231894544
"ZNF528",0.365159302316452,4.38315466754954,0.122542787739737,0.248808783845201
"PRPF39",-0.340728373936644,6.13210156326172,0.122660681519044,0.249016889470999
"MED23",-0.316953740402041,6.44882366101751,0.122796910078231,0.249262160133696
"SCIMP",0.338539864186034,6.23056849251504,0.122820576006868,0.249278910038036
"ANO7",0.702612459039692,0.147498258574408,0.122853698229575,0.249314845999332
"CBR4",-0.288558259003544,5.04924699983545,0.122895327555602,0.249368034784089
"BYSL",-0.477780786888224,3.7201827296946,0.123001197102493,0.249536453944976
"IBTK",-0.305154304194527,6.54773614376096,0.123009189392119,0.249536453944976
"RP1-90L6.2",-0.67744192640445,0.125162035881128,0.123217657717307,0.249904894673008
"ALG5",-0.363932209360092,4.57378610668354,0.123229451080038,0.249904894673008
"FAM163A",-1.04168277113136,0.540990911001126,0.123237615450732,0.249904894673008
"ATP1A1OS",-0.477692469930951,2.02881059789855,0.123252624283448,0.249904894673008
"TMEM129",0.389154805553331,5.58690363701489,0.123277453820779,0.249923904123058
"H1F0",0.452838133845417,6.04450476562657,0.123311024581032,0.249960627917329
"PELI3",0.563449389310188,2.64625407057431,0.123366616225972,0.250041974884875
"FAM153C",1.29209286083792,-0.208428075994664,0.123444025191976,0.250104878855929
"PSMC1",-0.338536541799564,5.69974469081989,0.123461639675539,0.250104878855929
"MED27",-0.397504590672055,3.88616128319233,0.123461811595857,0.250104878855929
"POLR2I",0.513883123345226,3.43852851035184,0.123465502730718,0.250104878855929
"NUBPL",0.355844077726079,3.8977385683536,0.123474978529912,0.250104878855929
"ZNF706",-0.276477884369403,5.97221402620568,0.123533362312329,0.250180245307548
"LOC101060398",-0.552659978021215,1.7462119777107,0.123543126331071,0.250180245307548
"GNG2",0.294974097374277,7.40479631743501,0.123575509475374,0.250214490952266
"BEND3",-0.570515974148378,2.33411833423803,0.12368028877894,0.250395296711695
"TSEN54",0.414213238247235,4.95736913247092,0.123723987013862,0.250452411814767
"TMEM41B",-0.318651318866849,5.31245929354512,0.123828797504214,0.250633205661845
"C1orf186",-0.610864370920692,2.30968114240792,0.12395418095049,0.250852327908332
"NEO1",0.455410640051098,4.90087878171323,0.123968080920319,0.250852327908332
"C12orf5",-0.3402592689072,4.83484692187509,0.124062818157209,0.25101262294988
"IKBKG",0.375812067292079,3.58577511311917,0.124085265943381,0.251026635080855
"ADM5",0.657926433943239,1.48427253527453,0.124109443742332,0.251039680081203
"AC007879.2",0.942408738798188,-0.388501052621411,0.124122760445789,0.251039680081203
"RNF216",-0.276580209359295,6.9190397042653,0.124220241661904,0.251205420552247
"WBP4",-0.348729941243017,4.7130599771121,0.124279346529832,0.251267317496179
"RPL26",-0.367468027202359,9.34643201250295,0.124281923859259,0.251267317496179
"TBP",-0.329682154615896,4.82214954463688,0.124336199009812,0.251322129549912
"THPO",0.708178971701448,0.10345630748162,0.12434011615934,0.251322129549912
"SMTNL1",0.885125782620886,0.900322509860784,0.124425669352222,0.251463624689345
"MAT2B",-0.321914527504455,7.65293394203906,0.12447064200035,0.251503048448981
"COLQ",-0.422613785090804,4.10570486838768,0.124476279976852,0.251503048448981
"IGKV3-20",-1.45700362819176,9.05924368097261,0.124493962206541,0.251507352505207
"KIAA1467",0.391460114826216,3.25401671533458,0.124564584927858,0.251569070941916
"NCF4_1",1.11319836425809,1.31358577708113,0.124577667265302,0.251569070941916
"AIMP1",-0.2802644177023,5.87252782036095,0.124578063057324,0.251569070941916
"GAPT",-0.580197558692594,5.31248137816027,0.124586735664964,0.251569070941916
"C4A",1.4007294711601,0.339178202175163,0.124638233813161,0.251641637606297
"ERCC6",-0.339034664816541,4.57939043590037,0.124780458705957,0.251897338433746
"C5orf54",0.483942700647493,2.46867152844048,0.124798233652627,0.25190177666379
"C1QB",1.17431988234226,9.49658859724895,0.124855173723429,0.251985257638249
"NDUFAF2",-0.492975004823049,2.79809403249933,0.124951226298678,0.252147645583007
"USPL1",-0.350006588124213,5.99383682773106,0.125083969185545,0.252384023664208
"RALA",-0.269645198961548,5.87539917433393,0.125148311466253,0.252482346935161
"ZFR",-0.332768511395655,7.09107597551202,0.125216276823364,0.252587954195764
"BLK",-0.514266490053283,7.0420202388416,0.125298504924352,0.252722302523899
"MT1L",0.746869114078142,-0.17101473324692,0.125366102439253,0.252827111690685
"MCM9",-0.312236650202002,5.02933617618517,0.125524095474809,0.253114173568406
"DDX1",-0.307141929159772,6.55768628844541,0.125581768505287,0.253160401609955
"ASRGL1",-0.53485267389159,2.81423666254454,0.1256067232905,0.253160401609955
"LINC01000",0.44530619884208,6.42922023136042,0.125607826439625,0.253160401609955
"AMFR",-0.313052820476403,6.99130844963307,0.125609637801031,0.253160401609955
"SERPINB1",-0.310097394541487,7.06796061380688,0.125673057943093,0.253243201354442
"ZNF227",-0.289837251719626,4.73603044386153,0.125682038960596,0.253243201354442
"FOXP2",0.715568367820854,1.23260684302174,0.125730771310005,0.253306886616581
"ZDHHC20",-0.365483565204227,6.8658797698246,0.125744971911818,0.253306886616581
"B2M",-0.557516036108197,9.16459307243115,0.125799917487598,0.253382529565293
"PIH1D1",-0.306869524859192,5.80517317430631,0.125813858051527,0.253382529565293
"SUB1",-0.357106931097598,7.40751411602595,0.125863738145514,0.253451422399359
"FBXL3",-0.25339452616408,6.78304044827348,0.125962957636595,0.253619640301173
"GTF2A2",-0.366335974068636,5.06233125725178,0.126017041344939,0.253696949163496
"ZNF260",-0.281684108208356,5.06312608729343,0.126164800451685,0.253944870916561
"TMEM45A",0.594351224923842,2.46305016881001,0.126182764637292,0.253944870916561
"C9orf156",-0.313742950626304,4.40536445441216,0.126187297964722,0.253944870916561
"ITPR1",-0.385879106760223,6.88844282634037,0.126279914972193,0.254099637293805
"IGLVI-70",0.99156093604348,1.21633603201645,0.126318401765297,0.254145136521361
"HDAC8",-0.392792655450528,3.86369573183368,0.126333956993274,0.254145136521361
"FAM210A",-0.374229271517168,4.18005533004902,0.126466271015438,0.254379668515131
"GOLGA6L9_1",1.11563436894608,-0.0762367049475359,0.126557220981444,0.254530951089655
"TIRAP",0.375480304737082,3.72030844191734,0.12665724089025,0.254675106259665
"AK2",-0.339480411250386,7.04351919290584,0.126660393250463,0.254675106259665
"TIPARP",-0.336213500981063,5.40480196976309,0.126688078793778,0.254699106197536
"CECR7",-0.602059204468827,1.82592145924414,0.126708339091525,0.254708173994796
"RGS3",0.373727581616993,5.75148288762901,0.126805298436932,0.254871400238884
"SIRT6",0.433167200874453,4.04371188535081,0.12685399067067,0.254937583835725
"ATP6V0E2",-0.438655788406592,4.9934475411505,0.12689196820384,0.254982220401652
"DNPH1",0.662627540050425,4.29561374545511,0.12692826777719,0.254992661570073
"IGKJ1",-0.619572606794334,1.92488957994035,0.126928699334596,0.254992661570073
"C17orf80",-0.34328799436506,5.28111136141653,0.127103294270448,0.25531169729744
"GALNT18",-0.544430984969508,3.6324468695872,0.127179282579875,0.255432607784617
"UGGT1",-0.336245528223847,6.91418018097136,0.12723276718809,0.255507980429012
"DNAJC3-AS1",0.448370508949791,2.19032616103319,0.127248409249027,0.255507980429012
"PLAG1",0.483900891948175,3.92417096775803,0.127568337834684,0.256118579697395
"AP4E1",-0.313307473363046,5.29464250973683,0.127695677147762,0.256332705599923
"ZNF517",0.558916267354779,3.16561709728255,0.127706691133971,0.256332705599923
"SCAND2P",0.3326276073104,4.74056907744755,0.127729800008625,0.256347272988271
"PALD1",0.403686957113784,5.70681484954702,0.127757616755884,0.25634764358325
"C21orf119",0.605497999534043,1.28082699689957,0.127761687316411,0.25634764358325
"RFK",-0.306565463335885,4.90018855109397,0.12778749968212,0.256367627448114
"IFT140",0.418234575294549,4.17374300563041,0.127804270992296,0.256369470415209
"ZNF835",0.818978565692804,1.84874703804754,0.127820406002587,0.256370036695254
"RPS6KA6",0.591339155166941,1.40489216851537,0.127942140080281,0.256582377155048
"TRIM68",0.297138083592095,4.45877067055247,0.127975062758596,0.256616579656791
"TMEM131",-0.479764132230867,7.36951768418896,0.128043498459255,0.256721975834747
"NEIL2",0.391424630819569,4.35686737411657,0.128079446086297,0.256762216698599
"GHITM",-0.296851460462061,7.63487113993134,0.128097958870862,0.256767500106542
"IGLV3-25",-1.27213829417819,6.91089236819772,0.128126731582083,0.256793345290053
"GABPA",-0.377475626119866,6.43074926392983,0.128175375719718,0.256859005717382
"AMOTL2",0.810661871902175,6.43566942566644,0.12835093781134,0.257151634025898
"FLJ42258",0.72045299188731,2.15905311019045,0.128353202439837,0.257151634025898
"NENF",0.538509168670345,3.90510216840985,0.128417329911677,0.257248242206323
"NSMCE4A",-0.264724417058656,5.69424052676719,0.128652282873333,0.257686985215203
"MALAT1",0.611232574860295,10.2061433978342,0.128675158692629,0.25768981253026
"IRF5",0.320235416277633,5.74753699000327,0.128685563071629,0.25768981253026
"IPPK",-0.389989372658525,3.64826378837328,0.128736948396793,0.257760793546235
"OGFOD1",-0.353300300250902,5.45103504646339,0.128800506632755,0.257831405106953
"BTD",0.463509635811597,4.24211626643496,0.128804101030118,0.257831405106953
"CCDC61",0.479588942785943,3.68691370890849,0.128856174238483,0.257903719032766
"MLF1",-0.453213816900263,2.12341635918856,0.128891208391813,0.257941915865907
"LOC285638",0.678014637197899,1.10478878269588,0.129010039387793,0.258120251187897
"SMARCD1",-0.332708873495856,6.4946423230442,0.129026877936546,0.258120251187897
"ZFP37",0.543258480612081,2.19591889182381,0.129028203722666,0.258120251187897
"DLK1",1.88567525239826,0.464616415384118,0.129114840167598,0.258261619689598
"INTS2",-0.354566577711719,5.28677334579282,0.129169637165798,0.258339274331596
"APOC1",0.630672945977838,6.05573775841532,0.129329537685201,0.258597009663784
"METTL14",-0.283114355945871,5.18755731959323,0.129330485664153,0.258597009663784
"SATB1",-0.396249939959463,7.18953029173033,0.129464142598285,0.258832255420876
"FAM35A",-0.355296179545062,4.96515583344549,0.129643960145895,0.259159718600668
"MRPL19",-0.342660279222916,5.76873306133357,0.129667101886349,0.259173942863186
"ANXA2P1",-0.55242316342309,2.44658722283764,0.129701135358744,0.259209930922097
"C1orf192",0.498021676334046,1.89815847094042,0.129734390909027,0.259244355588878
"CST3",0.717891439312502,8.43001600032624,0.129766293501209,0.259276068507728
"LOC101928061",-0.46464223743817,3.09739230953678,0.12985808871127,0.259427425650235
"ATF6B_3",1.13626969883848,2.66486910633733,0.129904298116942,0.259487686406521
"CD14",-1.03347411754457,6.56309663731291,0.129957720287606,0.259562338210592
"NFX1",-0.284184733754154,6.6255804624542,0.129994343502002,0.259603423452009
"ASH1L-AS1",0.596092351749094,1.36128906471533,0.130054889357129,0.259692267030928
"RPS27",-0.523327733180308,9.34761687307937,0.130213241627477,0.259976363407353
"THUMPD1",-0.278697586156243,6.54161933026507,0.130241602077843,0.260000887396972
"CEP44",-0.324367566823321,5.15188583639446,0.130279881338769,0.260044426159468
"KRT72",-1.30859916266958,2.43060840405115,0.130295571677602,0.260044426159468
"R3HDM2",0.278037159208953,6.77501283076847,0.130325478179046,0.260072017906162
"AGFG1",-0.316496406842895,6.87767170473961,0.13035396465107,0.260096769443196
"SPPL2B",0.489025615802332,5.98149546248136,0.130478585566299,0.260313309373081
"BRD1",0.303826901665995,6.14007979239289,0.130582640455565,0.26048877037713
"USP8",-0.307185807972078,6.57037172800098,0.130688264353722,0.260661204178329
"RP11-142C4.6",-0.761598683622282,-0.122578100543642,0.130701317380786,0.260661204178329
"CADM1",-0.599338676146732,5.2041619858235,0.130743610954719,0.260713400290963
"NUDT14",0.568255886498071,3.21462040539955,0.130764830686916,0.260723565758699
"PSMB2",-0.371380149913802,6.63638235476394,0.130853227719406,0.26086765269702
"WDYHV1",-0.403777026661286,2.99383802501791,0.130904959826641,0.260938618305983
"DDHD2",-0.294360670054758,5.82962214636371,0.130993312504934,0.261082554822503
"FDXACB1",-0.378872605092814,3.21032853313883,0.131362101013925,0.261785323178952
"FOXN3",-0.340954077892011,7.31127492462963,0.131401753152516,0.261827249228284
"UHRF1BP1",-0.353749786416643,5.45092042593437,0.131415519539079,0.261827249228284
"ABCA11P",-0.496407208589714,3.12573781957917,0.131480306641324,0.261924059990575
"MTA2",-0.315265746089646,7.47580603981688,0.131757114532518,0.262443164948871
"ATP6V1C1",-0.295272798707576,6.52332236668028,0.131807968813058,0.26251212704985
"NUMB",0.26392181704535,6.67792806758567,0.131885182984993,0.262631073137931
"RAB9A",-0.33302727791318,4.87742159839553,0.131900171656337,0.262631073137931
"TCTN2",0.409229660910195,3.57438590701246,0.132027233929216,0.262838004896126
"LNX2",-0.357018604590037,4.23066803014098,0.132052111941153,0.262838004896126
"RGCC",-0.516696682339158,4.75383203321821,0.13205285615762,0.262838004896126
"ARMCX5",-0.356605870797766,3.81633377041875,0.13218495399393,0.26306855476124
"IFRD2",-0.304374948977717,4.9148583964581,0.132247756115441,0.263161155641554
"ZNF281",-0.324179013366991,5.72177483056846,0.13232349157072,0.263277730043684
"TTC5",-0.336681956543591,3.92722151428105,0.132338898560791,0.263277730043684
"CYTH1",-0.352439702400254,7.93143398164334,0.132421373593147,0.263409403905089
"MRPS22",-0.282597018667167,4.83809178103035,0.132489585887467,0.263512677772983
"NBPF8",-0.547109348330646,4.53130375097015,0.132531863755804,0.263564350794252
"TMEM254",-0.322349512384747,4.31218533900807,0.13263266460992,0.263717490205596
"NPC1",-0.260493846397667,5.96914845941773,0.13264148313952,0.263717490205596
"WNK1",-0.374179591260458,8.28039598194921,0.132699381765848,0.263800172331567
"ITGBL1",0.89681387936022,2.48915976826308,0.132763068073518,0.263887039464401
"NPRL2",-0.283585677779804,4.91026971733337,0.132775713586559,0.263887039464401
"PILRB",1.20592510495421,0.942271086454515,0.132892113874766,0.264008498915359
"LINC00173",0.597354069289137,2.25877676229192,0.132896211550289,0.264008498915359
"PRG4",-0.956403553719215,0.827201042902263,0.132898494540723,0.264008498915359
"ABR",1.17570124643752,0.782324276159992,0.132904674032728,0.264008498915359
"TPRA1",0.465907024868856,4.76772983591819,0.132918451531589,0.264008498915359
"CD164",-0.303994384577816,8.7373872687297,0.133230196059189,0.26455283442343
"APOA1BP",-0.342208357074318,4.96778823159815,0.1332417062155,0.26455283442343
"MTMR7",-0.487242362963477,1.39893270561956,0.133255893319958,0.26455283442343
"USP46-AS1",0.549450594764839,1.17687179828079,0.133273584828861,0.26455283442343
"VPS13B",-0.376179292714174,6.43699262895337,0.133274297677942,0.26455283442343
"SKP1",-0.29043490941408,7.37524364963317,0.133356797735819,0.26468240919894
"UBTF",-0.295865478133871,7.90787776358842,0.133372307232387,0.26468240919894
"IST1",-0.269104915125553,7.55204623177147,0.133491296671726,0.264886042917198
"SAMD9L",0.491053910489736,7.66889438286534,0.133609024598213,0.265087123764237
"DCLRE1C",-0.385249088588116,5.72949165028866,0.133701378259604,0.265237817617065
"B4GALT1",0.295838290784951,7.38760707601292,0.133872480820268,0.265544678011207
"RTCB",-0.269528803453176,6.43899890000631,0.13393229143638,0.26563073548064
"VRK3",-0.265276490967688,5.6492733219801,0.134095095669111,0.265921016206114
"ATXN7L3",-0.249201040998968,6.74344104531819,0.134145930441782,0.265989208816147
"RAB7A",0.298568764435085,8.0746576036953,0.134197190860952,0.266058228589348
"IGKV2D-30",0.887447435111295,2.14443216549995,0.134399220823332,0.266426109236936
"PSMD1",-0.358806296940427,6.67810091144719,0.134520366356306,0.266633578222108
"RNF6",-0.285819847442638,6.19443239600625,0.13454715049095,0.266651162935339
